age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
20,4,275190,11,9,4,1,3,4,0,0,0,40,39,0
33,4,250804,9,13,2,4,0,4,1,0,0,50,9,0
23,4,375871,11,9,2,1,5,4,0,0,0,40,26,0
33,4,437566,12,14,4,4,1,4,1,0,0,50,39,1
33,4,143540,11,9,2,3,0,4,1,0,0,40,39,0
35,4,241306,11,9,2,1,0,4,1,0,0,45,39,0
41,6,111772,7,12,2,3,0,4,1,0,1887,40,39,1
52,4,159908,2,8,4,7,1,4,1,0,0,40,39,0
30,7,119422,0,6,2,1,0,4,1,0,0,40,39,0
27,4,289484,15,10,4,1,3,4,0,0,0,40,39,0
27,4,169748,11,9,0,6,1,4,1,0,0,40,39,0
42,6,344624,10,16,4,10,1,4,1,0,0,99,39,1
63,4,180099,0,6,5,8,4,2,0,0,0,40,39,0
17,0,659273,1,7,4,0,3,2,0,0,0,40,38,0
35,4,401930,11,9,2,1,5,4,0,0,1887,42,39,1
29,4,30070,9,13,2,4,0,4,1,0,0,40,39,0
28,4,132326,11,9,4,1,3,4,1,0,0,40,39,0
43,4,167599,1,7,2,6,5,4,0,0,0,25,39,0
39,4,207824,11,9,4,6,3,4,1,0,0,60,39,0
34,4,81223,11,9,0,4,1,4,0,0,0,48,39,0
54,5,22743,9,13,0,4,1,4,1,99999,0,70,39,1
44,5,63503,9,13,2,12,0,4,1,0,0,60,12,1
20,0,29810,15,10,4,0,3,4,0,0,0,40,39,0
60,4,206339,11,9,2,8,0,4,1,0,0,40,39,0
33,2,162623,12,14,4,10,1,4,0,0,0,50,39,0
23,4,208826,9,13,4,4,4,4,0,0,0,30,39,0
38,5,139364,9,13,2,3,0,4,1,15024,0,35,39,1
34,4,734193,15,10,4,4,1,4,0,0,0,50,39,0
59,5,110457,9,13,2,4,0,4,1,0,0,50,39,1
23,2,430828,15,10,5,4,4,2,1,0,0,40,39,0
26,4,118497,11,9,2,3,0,4,1,0,0,60,39,0
67,4,131656,9,13,2,14,0,4,1,0,2392,24,39,1
49,7,203039,1,7,2,1,0,4,1,0,0,40,39,0
39,4,153047,11,9,2,3,0,4,1,0,0,50,39,1
18,4,93985,15,10,4,8,3,4,1,0,0,30,39,0
42,2,720428,15,10,2,11,0,2,1,0,0,40,39,1
25,4,127784,15,10,4,12,4,4,0,0,0,40,39,0
26,0,188343,11,9,4,0,4,2,0,0,0,40,39,0
34,4,158040,9,13,4,4,1,4,0,0,0,45,39,0
63,4,181153,11,9,2,12,0,4,1,0,0,50,0,1
61,6,168654,11,9,6,1,4,4,0,0,0,20,39,0
23,4,401762,1,7,4,3,1,4,0,0,0,40,39,0
20,4,170091,15,10,4,8,3,4,0,0,0,35,39,0
37,4,383352,15,10,0,1,4,4,0,0,0,38,39,0
57,4,182028,9,13,2,4,5,4,0,0,0,40,39,0
33,4,333701,8,11,4,8,4,2,1,0,0,40,39,0
26,2,159662,0,6,2,8,0,4,1,0,0,40,39,0
33,2,133876,11,9,0,3,4,4,1,0,0,40,39,0
45,6,152752,8,11,2,11,0,4,1,0,0,3,39,0
18,4,123856,1,7,4,12,3,4,0,0,0,49,39,0
33,4,345277,9,13,4,13,1,4,0,0,0,45,39,1
22,4,195179,15,10,4,12,3,4,1,0,0,24,39,0
33,6,295621,9,13,2,10,0,2,1,0,0,25,39,1
24,4,128487,9,13,4,1,1,4,0,0,0,40,39,0
22,4,180052,15,10,4,5,3,4,1,0,0,10,39,0
36,4,143152,5,4,2,7,5,4,0,0,0,40,39,0
22,4,401690,15,10,4,12,3,4,0,0,0,20,26,0
33,2,281784,9,13,4,13,1,2,1,0,1564,52,39,1
27,4,180271,11,9,2,7,0,4,1,0,0,43,39,0
51,2,195844,15,10,2,11,0,4,1,0,0,40,39,1
49,4,215389,9,13,2,7,0,2,1,0,0,48,39,0
28,4,293398,11,9,5,12,4,2,0,0,0,40,39,0
24,4,90046,9,13,5,4,1,4,0,0,0,40,39,0
46,4,269890,11,9,0,3,1,2,1,0,0,40,39,0
43,4,339814,15,10,2,10,0,4,1,5178,0,40,39,1
51,4,177927,10,16,2,10,0,4,1,0,0,60,39,1
59,4,159937,11,9,2,12,0,4,1,0,0,48,39,0
31,4,176711,11,9,0,3,1,4,1,0,0,40,39,0
36,1,68781,15,10,2,1,0,4,1,0,0,35,39,0
20,4,219262,6,5,4,14,1,4,1,0,0,50,39,0
26,4,318934,0,6,2,6,0,4,1,0,0,40,39,0
50,6,32372,11,9,2,5,0,4,1,0,0,30,39,0
44,6,231348,15,10,2,8,0,4,1,0,0,40,39,1
33,4,67072,11,9,2,12,0,4,1,0,0,50,39,1
41,5,214247,14,15,2,10,0,4,1,0,2415,60,39,1
30,1,188569,6,5,2,13,0,4,1,0,0,40,39,0
19,7,175507,11,9,4,8,1,4,0,0,0,18,39,0
24,4,188073,15,10,4,1,3,2,0,0,0,40,39,0
54,2,129972,8,11,2,11,0,4,1,0,0,38,39,1
51,1,160703,11,9,2,1,0,4,1,0,0,40,39,0
31,7,227864,11,9,2,3,0,2,1,0,0,40,39,0
21,0,156780,15,10,4,0,1,1,0,0,0,15,0,0
33,4,100882,12,14,4,4,1,4,1,0,0,40,39,1
54,0,133963,11,9,6,0,3,4,0,0,0,40,39,0
51,4,95946,9,13,2,10,0,4,1,0,0,50,39,1
55,4,306164,11,9,2,8,0,2,1,0,0,40,39,0
45,2,311080,15,10,2,1,0,4,1,0,0,40,39,1
32,4,235862,15,10,0,4,1,4,0,0,0,45,39,0
22,4,325179,15,10,4,10,3,4,1,0,0,50,39,0
24,4,116358,11,9,4,1,3,1,1,0,2339,40,30,0
40,4,182302,11,9,0,14,1,4,1,0,0,40,39,0
55,0,208640,11,9,2,0,0,4,1,0,0,30,39,1
43,4,416338,9,13,4,12,1,4,1,0,0,50,39,0
23,4,199452,15,10,4,8,3,4,0,0,0,40,39,0
36,4,63509,7,12,2,10,0,4,1,0,0,48,39,1
33,4,100154,0,6,5,6,1,4,1,0,0,40,39,0
22,7,181096,9,13,4,10,3,2,1,0,0,20,39,0
78,6,184762,11,9,2,5,0,4,1,3471,0,50,39,0
38,4,698363,11,9,2,3,0,4,1,0,0,40,39,0
50,4,162632,11,9,2,3,0,4,1,0,0,2,39,0
73,4,77884,11,9,2,5,0,1,1,0,0,40,30,0
34,6,234960,9,13,2,10,0,2,1,0,1887,48,39,1
47,2,114459,12,14,2,10,0,4,1,7688,0,45,39,1
19,4,148644,11,9,4,1,3,4,0,0,0,40,39,0
58,4,197319,9,13,2,4,0,4,1,0,0,45,39,1
36,4,178487,11,9,0,14,3,4,1,0,0,60,39,0
34,4,93394,11,9,2,14,0,4,1,0,0,65,39,0
22,4,212780,11,9,4,12,1,2,0,0,0,30,39,0
46,2,190961,11,9,5,1,4,2,0,0,0,40,39,0
37,7,67083,15,10,2,10,2,1,1,0,0,40,1,0
61,0,187636,9,13,0,0,4,4,0,0,0,40,39,0
59,4,160362,11,9,2,12,0,4,1,0,0,60,39,0
32,4,30433,9,13,4,13,2,4,0,0,0,72,39,0
22,4,91842,15,10,4,12,1,4,0,0,0,42,39,0
44,4,336513,15,10,2,10,0,4,1,0,0,45,39,0
26,4,51961,9,13,4,1,1,2,1,0,0,20,39,0
28,4,27956,14,15,2,10,0,1,1,0,0,99,30,0
22,0,377725,9,13,4,0,1,4,0,0,0,23,39,0
19,4,164339,11,9,4,6,3,4,1,1055,0,70,39,0
24,4,236427,15,10,2,1,0,4,1,0,0,40,39,1
42,2,46094,9,13,0,14,1,4,1,0,0,33,39,0
43,4,206878,11,9,4,1,4,4,0,0,0,60,39,0
29,4,405177,0,6,5,12,4,4,0,0,0,40,39,0
35,4,92028,12,14,2,4,0,4,1,0,0,50,39,1
21,0,191806,15,10,4,0,3,4,1,0,0,75,39,0
41,5,149102,9,13,2,4,0,4,1,0,0,35,39,1
45,4,192835,9,13,2,4,0,4,1,0,1977,55,39,1
31,5,467108,9,13,4,10,1,4,1,0,0,45,39,1
49,4,251180,5,4,2,14,0,4,1,2407,0,50,39,0
22,4,325033,2,8,4,11,3,2,1,0,0,35,39,0
29,4,236436,11,9,4,1,1,4,0,0,0,40,39,0
67,4,288371,11,9,2,12,0,4,1,0,0,40,2,1
47,4,170846,7,12,2,1,5,4,0,0,0,40,22,1
30,4,33688,11,9,4,14,4,4,0,0,1669,70,39,0
18,4,192254,15,10,4,12,3,4,0,0,0,10,39,0
19,4,552354,2,8,4,7,3,4,1,0,0,40,39,0
40,6,192507,7,12,0,10,1,4,0,0,0,50,39,0
22,4,296158,0,6,2,3,0,4,1,0,0,40,39,0
70,4,278139,11,9,2,12,0,4,1,3432,0,40,39,0
60,2,101110,8,11,0,10,4,4,1,0,0,40,39,1
55,4,143266,11,9,0,1,4,4,1,0,0,25,39,0
49,4,107425,12,14,4,12,1,4,0,0,0,35,39,0
52,4,197322,15,10,2,3,0,4,1,0,0,40,39,0
35,4,144937,11,9,2,3,0,4,1,0,0,42,39,0
17,4,160049,0,6,4,8,3,4,0,0,0,12,39,0
40,4,200766,11,9,4,7,1,2,1,14344,0,40,39,1
68,6,450580,11,9,2,5,0,4,1,0,0,20,39,0
36,4,317040,8,11,0,1,4,2,0,0,0,54,39,0
40,4,400061,15,10,2,7,0,3,1,0,0,40,39,1
35,4,274158,9,13,2,11,0,2,1,3103,0,40,39,1
49,2,269527,12,14,2,10,0,4,1,7298,0,40,39,1
18,4,240330,2,8,4,8,3,4,1,0,0,18,39,0
20,0,281668,15,10,4,0,2,2,0,0,0,40,39,0
44,2,159449,15,10,2,11,0,4,1,0,0,80,39,1
47,6,191175,4,3,2,12,0,4,1,0,2179,50,26,0
29,4,304595,12,14,4,12,1,4,1,0,0,50,39,1
30,6,173792,15,10,5,10,4,2,0,0,0,40,39,0
26,4,64293,15,10,4,10,1,4,0,0,0,35,39,0
62,5,234738,9,13,2,4,0,4,1,5013,0,50,39,0
37,4,312271,12,14,0,4,1,4,1,0,0,65,39,0
36,4,218948,6,5,5,8,4,2,0,0,0,40,0,0
36,4,251091,9,13,2,10,0,4,1,0,0,60,39,1
40,0,507086,11,9,0,0,1,2,0,0,0,32,39,0
48,4,167159,8,11,4,1,4,4,1,0,0,40,39,0
40,4,206066,11,9,2,3,0,4,1,0,0,50,39,0
34,0,165295,5,4,5,0,4,4,0,0,0,40,26,0
27,4,113866,11,9,4,8,1,4,0,0,0,30,39,0
25,4,251854,15,10,4,1,1,2,0,0,0,40,23,0
39,4,180477,12,14,4,10,1,4,1,0,0,60,39,1
21,4,174714,7,12,4,1,3,4,1,0,0,35,39,0
45,4,220641,15,10,0,4,4,4,0,0,0,40,39,0
38,4,248445,4,3,2,7,0,4,1,0,0,40,26,0
59,4,380357,9,13,0,4,1,4,1,0,0,40,39,0
56,4,201344,15,10,6,3,4,4,0,0,0,38,39,0
45,0,53540,1,7,0,0,4,2,0,0,0,16,39,0
47,4,199058,11,9,2,3,0,4,1,0,0,40,39,1
18,4,185522,11,9,4,12,3,4,0,0,0,33,39,0
38,2,123983,9,13,4,4,4,1,1,0,1741,40,40,0
19,0,26620,15,10,4,0,3,4,0,0,0,40,39,0
51,4,224207,15,10,2,12,0,4,1,0,0,40,39,1
31,6,235237,15,10,2,12,0,2,1,0,0,60,39,1
24,2,354351,11,9,2,3,0,4,1,0,0,60,39,1
58,4,178644,11,9,6,3,4,4,1,0,0,40,39,0
42,7,345969,9,13,2,4,0,4,1,0,0,48,39,1
28,4,212286,9,13,4,4,1,4,1,0,0,40,39,0
23,2,496382,15,10,3,1,3,4,0,0,0,40,13,0
37,4,172694,15,10,2,6,0,2,1,0,0,50,39,0
59,4,188872,11,9,2,13,0,4,1,0,0,40,39,1
55,4,141326,11,9,2,3,0,4,1,0,0,40,39,1
31,4,132996,11,9,2,10,0,4,1,5178,0,45,39,1
18,4,23940,15,10,4,8,1,0,1,0,0,40,39,0
29,4,85572,9,13,2,4,5,4,0,0,0,42,39,1
38,4,193026,11,9,4,4,1,4,1,0,0,40,39,0
82,6,71438,11,9,2,5,0,4,1,0,0,20,39,0
46,4,160061,15,10,2,7,0,2,1,0,0,40,39,0
30,6,106742,2,8,2,14,0,4,1,0,0,75,39,0
21,4,251603,11,9,4,1,1,4,0,0,0,40,39,0
25,4,323229,9,13,2,14,0,4,1,0,0,40,39,0
20,4,350824,15,10,4,12,3,4,0,0,0,20,39,0
56,4,182062,9,13,2,13,0,4,1,0,0,48,39,1
28,7,132675,8,11,4,4,1,2,0,0,0,40,11,0
17,4,265657,1,7,4,8,3,4,1,0,0,25,39,0
47,4,70943,11,9,2,7,0,4,1,5178,0,40,39,1
32,4,90969,8,11,2,14,0,4,1,0,0,45,39,1
22,4,315524,15,10,4,1,3,2,1,0,0,30,6,0
35,4,141896,2,8,2,3,0,4,1,0,0,40,39,0
61,4,43554,4,3,4,6,1,2,1,0,2339,40,39,0
65,7,209280,12,14,2,10,0,4,1,6514,0,35,39,1
51,6,256963,15,10,2,12,0,4,1,0,0,60,39,0
57,0,334585,0,6,2,0,5,4,0,0,0,40,39,0
41,2,133692,9,13,0,11,4,4,0,0,0,40,39,0
48,4,43479,8,11,2,6,0,4,1,5013,0,40,39,0
56,6,323639,12,14,2,4,0,4,1,0,0,25,39,0
52,2,137753,11,9,2,8,5,2,0,0,0,20,39,0
24,4,42706,8,11,4,11,1,4,1,0,0,60,39,0
45,4,148995,10,16,4,10,1,4,1,99999,0,30,39,1
19,4,69770,15,10,4,8,3,4,1,0,0,20,39,0
60,7,313946,11,9,2,8,0,4,1,0,0,40,39,0
40,4,96509,15,10,2,10,0,0,1,0,0,40,39,1
53,4,117932,11,9,0,7,1,4,0,0,0,40,39,0
29,6,32280,11,9,4,5,1,4,1,0,0,45,39,0
36,7,76767,15,10,0,4,1,4,0,0,0,39,39,0
54,4,174655,11,9,2,1,0,4,1,0,0,40,39,0
31,2,50442,15,10,4,4,3,0,0,0,0,32,39,0
43,4,186144,11,9,2,3,0,4,1,0,0,40,39,1
55,4,138594,10,16,2,10,0,4,1,0,0,56,39,1
20,4,186830,11,9,4,14,2,2,1,0,0,45,39,0
30,4,425528,11,9,4,11,3,4,1,0,0,70,39,0
32,4,130057,9,13,2,4,0,4,1,0,0,45,39,1
47,4,191277,15,10,2,12,0,4,1,0,0,50,39,1
49,4,81654,14,15,2,10,0,4,1,0,0,60,39,1
75,4,100301,0,6,6,8,1,4,0,0,0,15,39,0
43,4,178866,11,9,2,1,5,4,0,0,0,25,39,1
29,4,52636,11,9,2,14,0,4,1,0,0,40,39,0
52,0,224793,9,13,6,0,1,4,0,0,0,8,39,0
45,5,204205,15,10,2,4,0,4,1,0,0,50,39,1
63,4,181153,11,9,2,12,0,4,1,0,0,50,0,1
36,4,116445,11,9,0,7,3,4,1,0,0,40,39,0
40,4,73025,11,9,2,8,0,1,1,0,0,30,3,0
44,6,460259,9,13,2,12,0,4,1,0,0,50,39,1
25,4,321205,9,13,4,4,1,4,1,4101,0,35,39,0
46,4,155654,11,9,2,8,5,4,0,0,0,40,39,0
36,4,128516,11,9,2,1,5,4,0,0,0,40,39,1
53,4,98791,15,10,2,13,0,4,1,0,0,40,39,0
47,4,160187,11,9,5,10,2,2,0,14084,0,38,39,1
28,6,264961,15,10,2,3,0,4,1,0,0,45,39,0
39,6,37019,11,9,2,3,0,4,1,0,0,60,39,0
28,4,223751,15,10,2,1,0,4,1,0,0,40,39,1
24,4,142227,9,13,4,1,1,4,0,0,0,30,39,0
25,4,106377,15,10,4,1,3,4,1,0,0,40,39,0
37,4,152909,8,11,2,1,0,4,1,7688,0,40,39,1
32,4,398019,5,4,4,9,1,4,0,0,0,15,26,0
20,7,223515,7,12,4,8,3,4,1,0,1719,20,39,0
78,0,292019,5,4,2,0,0,4,1,0,0,20,39,0
48,4,232145,11,9,0,7,1,4,1,0,0,40,39,0
65,4,56924,11,9,6,9,1,4,0,0,0,10,39,0
52,4,318975,11,9,0,1,4,4,0,0,0,40,5,0
29,4,228860,15,10,2,4,0,4,1,0,1887,50,39,1
40,4,141657,11,9,2,4,5,4,0,0,0,35,39,1
25,4,123586,15,10,4,1,4,3,1,0,0,40,39,0
42,1,294431,12,14,2,10,0,4,1,0,0,40,39,0
59,4,656036,9,13,5,1,4,4,1,0,0,60,39,0
30,0,97281,15,10,5,0,1,4,1,0,0,60,39,0
31,4,87560,15,10,4,7,1,4,0,0,0,50,39,0
19,0,80978,11,9,4,0,3,4,0,0,0,25,39,0
56,4,28729,1,7,5,7,1,4,0,0,0,40,39,0
50,4,209464,11,9,5,8,4,4,0,0,0,35,39,0
54,4,257869,15,10,5,8,1,4,1,0,0,28,4,0
50,4,75763,8,11,2,14,0,4,1,0,0,65,39,0
47,4,185385,11,9,2,10,0,4,1,5013,0,24,39,0
24,4,128477,12,14,4,10,1,4,0,0,0,40,39,0
56,2,203250,15,10,2,11,0,4,1,0,0,40,39,0
23,4,181820,15,10,4,7,3,4,1,0,0,40,39,0
30,1,266463,11,9,2,1,0,4,1,0,0,40,39,1
25,6,263300,11,9,4,5,1,4,1,0,0,50,39,0
26,4,50103,15,10,4,12,1,4,0,0,0,40,39,0
34,4,62124,11,9,5,8,1,2,1,0,0,40,39,0
58,4,259532,15,10,2,14,0,4,1,0,0,70,39,0
47,7,188386,12,14,5,10,1,4,1,0,0,38,39,0
33,4,224258,5,4,4,5,1,4,1,0,0,40,26,1
48,4,248164,9,13,2,12,0,4,1,4386,0,50,39,1
20,4,169188,15,10,4,8,1,4,0,0,0,30,39,0
40,4,355918,9,13,2,3,0,4,1,0,0,50,39,1
33,4,392812,15,10,2,6,0,4,1,0,0,50,39,1
29,4,176727,15,10,4,3,1,4,1,0,0,38,39,0
27,4,82242,9,13,4,4,2,4,1,0,0,45,11,0
41,1,168294,11,9,2,1,0,4,1,5178,0,40,39,1
44,4,138077,9,13,0,1,4,4,0,0,0,32,39,0
31,2,149184,9,13,2,11,0,4,1,0,0,97,39,1
41,4,185057,11,9,4,4,4,4,0,0,0,40,39,0
53,4,366957,9,13,2,4,0,1,1,99999,0,50,19,1
58,4,156873,1,7,2,11,0,4,1,0,0,35,39,0
41,4,320744,11,9,4,3,1,4,1,3325,0,50,39,0
45,4,474617,11,9,0,12,4,2,1,5455,0,40,39,0
36,4,246449,15,10,2,4,0,4,1,0,0,60,39,1
42,4,52781,9,13,2,10,0,4,1,7688,0,40,39,1
24,4,196675,11,9,2,6,0,2,1,0,0,70,39,0
36,4,207853,11,9,0,3,3,4,1,0,0,40,39,0
53,4,92430,11,9,2,3,0,4,1,0,0,40,39,1
53,5,155983,12,14,2,12,0,4,1,0,0,65,39,1
36,4,114765,0,6,4,8,4,4,0,0,0,35,39,0
51,5,166459,8,11,2,4,0,4,1,0,0,40,39,0
22,4,185452,9,13,4,4,3,4,0,0,0,40,39,0
37,4,405284,9,13,4,10,1,4,0,0,1340,42,39,0
29,4,100579,8,11,0,4,1,4,0,0,0,40,39,0
26,4,63577,15,10,4,8,1,4,0,0,0,30,39,0
56,4,50490,11,9,2,12,0,4,1,0,0,45,39,1
53,4,133436,5,4,0,7,1,4,0,0,0,40,39,0
56,4,226985,7,12,2,8,0,4,1,0,0,50,39,0
45,4,368561,11,9,2,4,0,4,1,0,0,55,39,1
29,4,357781,5,4,2,5,0,4,1,0,0,40,39,0
39,1,30916,15,10,2,4,0,4,1,0,1902,50,39,1
42,2,1125613,11,9,0,8,1,2,1,0,0,40,39,0
27,4,169544,15,10,2,7,0,4,1,0,0,50,39,0
36,4,115803,11,9,2,3,0,4,1,0,0,40,39,1
35,2,203883,15,10,0,13,4,4,0,0,0,40,39,0
55,4,104996,5,4,2,3,0,4,1,0,0,10,39,0
53,4,90624,1,7,2,3,0,2,1,0,0,40,39,0
21,4,396790,11,9,4,14,3,2,1,0,0,20,39,0
32,4,188246,15,10,2,12,0,4,1,0,0,40,39,1
24,4,289448,8,11,4,1,3,1,0,0,0,40,30,0
40,1,107584,9,13,2,3,0,4,1,0,0,40,39,1
59,4,172071,11,9,2,10,5,2,0,0,0,38,23,0
30,4,235271,9,13,2,12,0,4,1,0,0,40,39,1
44,4,54611,11,9,2,3,0,4,1,0,0,40,39,0
30,6,85708,11,9,2,3,0,4,1,0,0,40,39,0
29,4,304595,12,14,4,12,1,4,1,0,0,50,39,1
35,4,26999,9,13,5,4,4,4,0,0,0,42,39,0
23,4,129345,0,6,4,8,1,4,1,0,0,50,39,0
26,4,195216,11,9,0,8,1,4,0,0,0,12,39,0
39,7,33975,9,13,4,10,1,4,1,0,0,45,39,0
39,4,112264,11,9,2,3,0,4,1,0,0,40,39,0
33,1,159548,7,12,4,1,4,2,0,0,0,40,39,0
39,1,363630,11,9,2,1,0,2,1,7688,0,52,39,1
21,4,177125,15,10,4,6,1,4,1,0,0,20,39,0
26,4,294493,9,13,4,3,2,4,1,0,0,40,39,0
25,4,264300,8,11,4,10,3,4,0,0,0,36,39,0
41,4,353541,11,9,2,7,0,4,1,0,0,40,26,0
21,0,189888,7,12,4,0,1,4,1,0,0,48,39,0
29,4,211208,1,7,2,14,0,4,1,0,0,99,39,1
43,4,51494,11,9,2,7,0,4,1,0,0,65,39,0
47,4,120781,12,14,2,4,0,1,1,15024,0,40,0,1
32,6,112115,9,13,2,10,0,4,1,7688,0,40,39,1
65,0,299494,1,7,2,0,0,4,1,1797,0,40,39,0
42,4,110318,11,9,6,4,1,4,0,0,0,40,39,0
43,5,172826,15,10,2,12,0,4,1,99999,0,55,39,1
32,4,299635,8,11,2,3,0,4,1,0,0,45,39,0
50,4,168212,15,10,3,14,4,4,1,0,0,40,39,0
57,2,121111,11,9,0,1,4,4,0,0,0,40,39,0
21,4,119039,15,10,4,1,3,4,0,0,0,18,39,0
34,4,118941,1,7,4,8,1,4,0,0,0,40,21,0
36,2,285865,9,13,4,1,1,2,0,0,0,40,39,0
25,4,205337,9,13,2,12,0,4,1,0,0,50,39,1
45,4,238386,8,11,2,7,0,4,1,0,0,40,39,1
55,7,136819,15,10,2,3,0,4,1,0,0,43,39,1
35,4,61343,9,13,2,12,0,4,1,0,0,40,39,1
50,4,273534,11,9,2,6,0,4,1,0,0,30,39,0
34,4,226872,9,13,0,12,1,4,0,0,0,40,39,0
37,4,294919,15,10,0,14,1,4,1,0,0,40,39,0
31,4,226696,11,9,4,3,1,4,1,0,0,50,39,1
47,1,197332,9,13,0,10,1,4,1,0,0,40,39,0
47,4,191277,11,9,2,14,0,4,1,0,0,50,39,1
51,4,306108,10,16,4,10,1,4,1,0,0,40,39,1
25,4,156163,15,10,4,1,3,2,0,0,0,40,0,0
47,4,238185,9,13,0,1,1,4,0,0,0,40,39,0
60,4,206339,11,9,2,8,0,4,1,0,0,40,39,0
52,4,163678,11,9,2,14,0,4,1,0,0,55,39,0
46,4,201595,11,9,2,14,0,4,1,0,0,70,39,0
28,4,328518,9,13,4,1,1,4,1,0,0,40,39,0
41,4,310255,11,9,2,12,0,4,1,0,0,40,39,0
58,6,33386,7,12,2,3,5,4,0,0,0,20,39,0
31,0,170513,11,9,0,0,1,4,0,0,0,99,39,0
30,4,154587,11,9,4,8,1,4,1,0,0,40,33,0
27,4,390657,11,9,2,6,0,2,1,0,0,40,39,0
48,4,114561,9,13,3,10,2,1,0,0,0,36,30,1
46,6,102308,9,13,2,12,0,4,1,0,2415,40,39,1
28,2,179759,15,10,3,1,4,4,0,0,0,40,39,0
90,1,311184,12,14,0,10,1,4,1,0,0,99,39,0
18,0,71076,11,9,4,0,3,4,1,0,0,40,39,0
32,4,77634,1,7,2,1,0,4,1,0,0,45,39,0
54,4,175262,5,4,2,7,0,4,1,0,0,40,39,0
44,4,403782,8,11,0,12,1,4,1,0,0,45,39,0
21,1,169003,2,8,4,1,3,2,1,0,0,25,39,0
30,4,177304,11,9,2,13,0,4,1,0,0,40,39,1
46,4,503923,11,9,2,7,0,2,1,4386,0,40,39,1
23,4,362623,0,6,2,8,0,4,1,0,1573,30,26,0
27,4,321577,11,9,4,1,3,2,0,0,0,40,39,0
33,4,159737,11,9,5,6,4,2,0,0,0,40,39,0
59,4,98350,11,9,0,8,1,1,1,0,0,40,3,0
23,4,155818,9,13,4,1,3,4,0,0,0,40,39,0
36,4,162424,11,9,2,3,0,4,1,0,0,45,39,0
54,4,172962,11,9,2,12,0,4,1,0,0,40,39,0
21,0,96844,11,9,2,0,2,4,0,0,0,40,39,0
27,4,116372,9,13,4,10,1,4,0,0,0,40,39,0
52,2,205767,12,14,2,10,0,2,1,0,0,40,39,1
58,6,605504,11,9,2,12,0,4,1,0,0,40,39,1
34,4,261418,11,9,2,8,0,4,1,0,0,40,39,0
24,4,162958,7,12,4,10,1,4,1,0,1980,50,39,0
55,0,194740,0,6,6,0,1,4,0,0,0,45,39,0
25,4,134113,9,13,4,1,1,4,1,0,0,30,39,0
46,4,182128,12,14,0,10,4,4,0,6497,0,50,39,0
18,4,294720,1,7,4,8,3,4,1,0,0,12,39,0
35,7,211115,15,10,4,11,1,2,1,0,0,40,39,0
35,4,187112,9,13,4,8,1,4,0,0,0,45,39,0
42,4,350387,11,9,5,7,1,4,1,0,0,15,39,0
29,4,208577,11,9,2,10,0,4,1,0,0,40,39,1
33,4,203488,9,13,2,10,0,4,1,15024,0,50,39,1
39,2,123983,9,13,2,4,0,1,1,0,0,40,19,1
17,4,101626,6,5,4,7,3,4,1,0,0,20,39,0
26,4,195555,9,13,4,12,1,4,0,0,0,40,39,0
19,4,199484,15,10,4,8,3,4,0,0,0,25,39,0
43,4,336513,15,10,2,4,0,4,1,0,1902,40,39,1
35,4,112160,11,9,2,12,0,4,1,0,0,40,39,0
38,4,270985,15,10,2,4,0,2,1,0,0,50,39,0
56,5,24127,8,11,2,12,0,4,1,0,0,54,39,1
25,4,483822,11,9,4,8,3,4,1,0,0,40,8,0
21,4,153643,11,9,4,8,3,2,1,0,0,70,39,0
60,5,180512,6,5,2,3,0,4,1,0,0,45,39,1
43,4,128578,11,9,2,12,0,4,1,7688,0,60,39,1
49,2,371886,8,11,2,11,0,4,1,0,0,56,39,1
25,4,294400,5,4,2,3,0,4,1,0,0,60,39,0
44,1,113597,15,10,2,4,0,4,1,0,0,55,39,1
22,4,289448,7,12,4,1,3,1,0,0,2205,30,30,0
80,6,225892,11,9,2,8,0,4,1,1409,0,40,39,0
42,4,103089,15,10,5,10,4,4,0,1506,0,40,39,0
28,5,142712,15,10,2,4,0,4,1,0,0,70,39,0
40,4,136244,15,10,2,1,5,4,0,0,0,40,39,0
43,4,245487,11,9,2,3,0,3,1,0,0,40,26,0
36,4,191146,15,10,0,12,4,2,0,0,0,38,39,0
56,4,53481,11,9,2,7,0,4,1,0,0,40,39,0
49,4,131918,15,10,2,7,0,4,1,0,0,50,39,1
18,4,131825,1,7,4,7,3,4,1,0,0,21,39,0
64,7,211222,9,13,2,1,0,4,1,0,0,40,39,0
33,4,176711,11,9,4,1,1,4,1,0,0,40,39,0
47,4,278900,11,9,2,3,0,4,1,0,0,40,39,0
35,4,218955,9,13,2,12,0,4,1,0,0,40,39,0
43,4,105936,11,9,2,1,5,4,0,0,0,35,39,1
19,4,365640,11,9,4,9,1,4,0,0,0,45,0,0
33,4,295589,9,13,4,10,1,2,1,0,0,50,39,1
36,4,167482,9,13,2,1,0,4,1,0,0,40,39,1
41,4,291569,15,10,2,12,0,4,1,0,0,43,39,0
36,4,306361,11,9,4,8,4,2,1,0,0,40,39,0
90,0,225063,15,10,4,0,3,1,1,0,0,10,35,0
42,4,63596,11,9,0,8,1,4,0,0,0,30,39,0
27,4,188576,9,13,5,10,1,1,1,0,0,40,30,1
50,2,186888,11,9,2,4,5,2,0,0,0,40,39,1
41,4,78410,11,9,2,1,5,4,0,0,0,40,39,1
